class,scientific,english
Mammalia,Tamiasciurus douglasii,Douglas's Squirrel
Mammalia,Tamiasciurus hudsonicus,"Red Squirrel, Mountain Weasel, Mount Graham Red Squirrel"
Mammalia,Tamiasciurus mearnsi,Mearns's Squirrel
Mammalia,Tamiops macclellandii,Himalayan Striped Squirrel
Mammalia,Tamiops maritimus,Maritime Striped Squirrel
Mammalia,Tamiops rodolphii,Cambodian Striped Squirrel
Mammalia,Tamiops swinhoei,Swinhoe's Striped Squirrel
Mammalia,Tapecomys primus,
Mammalia,Taphozous achates,Indonesian Tomb Bat
Mammalia,Taphozous australis,"Coastal Sheath-tailed Bat, Coastal Tomb Bat, Southern Sheath-tailed Bat"
Mammalia,Taphozous georgianus,"Common Sheath-tailed Bat, Sharp-nosed Tomb Bat"
Mammalia,Taphozous hamiltoni,Hamilton's Tomb Bat
Mammalia,Taphozous hildegardeae,Hildegarde's Tomb Bat
Mammalia,Taphozous hilli,"Hill's Sheath-tailed Bat, Hill's Tomb Bat"
Mammalia,Taphozous kapalgensis,"Arnhem Sheath-tailed Bat, Arnham Tomb Bat"
Mammalia,Taphozous longimanus,"Longed-winged Tomb Bat, Long-winged Tomb Bat"
Mammalia,Taphozous mauritianus,Mauritian Tomb Bat
Mammalia,Taphozous melanopogon,Black-bearded Tomb Bat
Mammalia,Taphozous nudiventris,Naked-rumped Tomb Bat
Mammalia,Taphozous perforatus,Egyptian Tomb Bat
Mammalia,Taphozous theobaldi,"Theobold's Bat, Theobald's Tomb Bat"
Mammalia,Taphozous troughtoni,Troughton's Sheath-tailed Bat
Mammalia,Tapirus bairdii,"Baird's Tapir, Central American Tapir"
Mammalia,Tapirus indicus,"Asian Tapir, Indian Tapir, Malayan Tapir, Malay Tapir"
Mammalia,Tapirus pinchaque,"Mountain Tapir, Andean Tapir, Woolly Tapir"
Mammalia,Tapirus terrestris,"Lowland Tapir, Brazilian Tapir, South American Tapir"
Mammalia,Tarsipes rostratus,Honey Possum
Mammalia,Tarsius bancanus,"Horsfieldâ€™s Tarsier, Horsfield's Tarsier, Western Tarsier"
Mammalia,Tarsius bancanus,"Horsfield's Tarsier, Western Tarsier"
Mammalia,Tarsius bancanus,Bornean Tarsier
Mammalia,Tarsius bancanus,Natuna Islands Tarsier
Mammalia,Tarsius bancanus,Belitung Island Tarsier
Mammalia,Tarsius dentatus,"Dian's Tarsier, Diana Tarsier"
Mammalia,Tarsius lariang,Lariang Tarsier
Mammalia,Tarsius pelengensis,"Peleng Tarsier, Peleng Island Tarsier"
Mammalia,Tarsius pumilus,"Pygmy Tarsier, Lesser Spectral Tarsier, Mountain Tarsier, Sulawesi Mountain Tarsier"
Mammalia,Tarsius sangirensis,"Sangihe Tarsier, Sagihe Isalnd Tarsier"
Mammalia,Tarsius syrichta,"Philippine Tarsier, Phillipine Tarsier"
Mammalia,Tarsius tarsier,"Spectral Tarsier, Eastern Tarsier, Sulawesi Tarsier"
Mammalia,Tarsomys apoensis,"Dusky Tarsomys, Long-footed Rat"
Mammalia,Tarsomys echinatus,"Spiny Tarsomys, Mindanao Spiny Rat, Spiny Long-footed Rat"
Mammalia,Tasmacetus shepherdi,"Shepherd's Beaked Whale, Tasman Beaked Whale, Tasman Whale"
Mammalia,Tateomys macrocercus,"Long-tailed Sulawesian Shrew Rat, Long-tailed Shrew Rat"
Mammalia,Tateomys rhinogradoides,"Tateâ€™s Sulawesian Shrew Rat, Tate's Shrew Rat"
Mammalia,Tatera indica,Indian Gerbil
Mammalia,Taterillus arenarius,"Robbinsâ€™s Tateril, Sahel Gerbil"
Mammalia,Taterillus congicus,"Congo Gerbil, Congo Tateril"
Mammalia,Taterillus emini,"Emin's Gerbil, Eminâ€™s Tateril"
Mammalia,Taterillus gracilis,"Gracile Tateril, Slender Gerbil"
Mammalia,Taterillus lacustris,"Lake Chad Gerbil, Lake Chad Tateril"
Mammalia,Taterillus petteri,"Petter's Gerbil, Petterâ€™s Tateril"
Mammalia,Taterillus pygargus,"Senegal Gerbil, Senegal Tateril"
Mammalia,Taterillus tranieri,Tranieriâ€™s Tateril
Mammalia,Taxidea taxus,American Badger
Mammalia,Tayassu pecari,White-lipped Peccary
Mammalia,Tenrec ecaudatus,"Common Tenrec, Tailess Tenrec"
Mammalia,Tetracerus quadricornis,"Four-horned Antelope, Chousingha"
Mammalia,Thallomys loringi,Loring's Rat
Mammalia,Thallomys nigricauda,Black-tailed Tree Rat
Mammalia,Thallomys paedulcus,Acacia Rat
Mammalia,Thallomys shortridgei,"Shortridge's Rat, Shortrige's Rat"
Mammalia,Thalpomys cerradensis,Cerrado Mouse
Mammalia,Thalpomys lasiotis,Hairy-eared Cerrado Mouse
Mammalia,Thamnomys kempi,Kemp's Thicket Rat
Mammalia,Thamnomys schoutedeni,Schouteden's Thicket Rat
Mammalia,Thamnomys venustus,Charming Thicket Rat
Mammalia,Thaptomys nigrita,Blackish Grass Mouse
Mammalia,Theropithecus gelada,Gelada Baboon
Mammalia,Theropithecus gelada,Northern Gelada
Mammalia,Theropithecus gelada,"Southern Gelada, Eastern Gelada, Heuglin's Gelada"
Mammalia,Thomasomys apeco,
Mammalia,Thomasomys aureus,Golden Oldfield Mouse
Mammalia,Thomasomys baeops,Beady-eyed Mouse
Mammalia,Thomasomys bombycinus,Silky Oldfield Mouse
Mammalia,Thomasomys caudivarius,
Mammalia,Thomasomys cinereiventer,Ashy-bellied Oldfield Mouse
Mammalia,Thomasomys cinereus,Ash-colored Oldfield Mouse
Mammalia,Thomasomys cinnameus,
Mammalia,Thomasomys daphne,Daphne's Oldfield Mouse
Mammalia,Thomasomys eleusis,Peruvian Oldfield Mouse
Mammalia,Thomasomys erro,
Mammalia,Thomasomys gracilis,Slender Oldfield Mouse
Mammalia,Thomasomys hudsoni,
Mammalia,Thomasomys hylophilus,Woodland Oldfield Mouse
Mammalia,Thomasomys incanus,Inca Oldfield Mouse
Mammalia,Thomasomys ischyrus,Strong-tailed Oldfield Mouse
Mammalia,Thomasomys kalinowskii,Kalinowski's Oldfield Mouse
Mammalia,Thomasomys ladewi,Ladew's Oldfield Mouse
Mammalia,Thomasomys laniger,"Butcher Oldfield Mouse, Butcher, Oldfield Mouse"
Mammalia,Thomasomys macrotis,
Mammalia,Thomasomys monochromos,Unicolored Oldfield Mouse
Mammalia,Thomasomys niveipes,Snow-footed Oldfield Mouse
Mammalia,Thomasomys notatus,Distinguished Oldfield Mouse
Mammalia,Thomasomys onkiro,
Mammalia,Thomasomys oreas,Montane Oldfield Mouse
Mammalia,Thomasomys paramorum,Paramo Oldfield Mouse
Mammalia,Thomasomys popayanus,
Mammalia,Thomasomys praetor,
Mammalia,Thomasomys pyrrhonotus,Thomas's Oldfield Mouse
Mammalia,Thomasomys rhoadsi,Rhoads's Oldfield Mouse
Mammalia,Thomasomys rosalinda,Rosalinda's Oldfield Mouse
Mammalia,Thomasomys silvestris,Forest Oldfield Mouse
Mammalia,Thomasomys taczanowskii,Taczanowski's Oldfield Mouse
Mammalia,Thomasomys ucucha,
Mammalia,Thomasomys vestitus,Dressy Oldfield Mouse
Mammalia,Thomasomys vulcani,
Mammalia,Thomomys bottae,Botta's Pocket Gopher
Mammalia,Thomomys bulbivorus,Camas Pocket Gopher
Mammalia,Thomomys clusius,Wyoming Pocket Gopher
Mammalia,Thomomys idahoensis,Idaho Pocket Gopher
Mammalia,Thomomys mazama,"Western Pocket Gopher, Mazama Pocket Gopher, Puget Sound Pocket Gopher"
Mammalia,Thomomys monticola,Mountain Pocket Gopher
Mammalia,Thomomys talpoides,"Northern Pocket Gopher, Vancouver Pocket Gopher"
Mammalia,Thomomys townsendii,Townsend's Pocket Gopher
Mammalia,Thomomys umbrinus,"Animas Mountains Pocket Gopher, Southern Pocket Gopher"
Mammalia,Thoopterus nigrescens,Swift Fruit Bat
Mammalia,Thrichomys apereoides,Punare
Mammalia,Thrichomys inermis,
Mammalia,Thrichomys pachyurus,
Mammalia,Thryonomys gregorianus,Lesser Cane Rat
Mammalia,Thryonomys swinderianus,Greater Cane Rat
Mammalia,Thylacinus cynocephalus,"Thylacine, Tasmanian Tiger, Tasmanian Wolf"
Mammalia,Thylamys cinderella,Cinderella Fat-tailed Mouse Opossum
Mammalia,Thylamys elegans,"Elegant Fat-tailed Mouse Opossum, Elegant Fat-tailed Opossum"
Mammalia,Thylamys karimii,Karimi's Fat-tailed Mouse Opossum
Mammalia,Thylamys macrurus,"Long-tailed Fat-tailed Opossum, Paraguayan Fat-tailed Mouse Opossum"
Mammalia,Thylamys pallidior,"Pallid Fat-tailed Opossum, White-bellied Fat-tailed Mouse Opossum"
Mammalia,Thylamys pusillus,"Common Fat-tailed Mouse Opossum, Small Fat-tailed Opossum"
Mammalia,Thylamys sponsorius,
Mammalia,Thylamys tatei,
Mammalia,Thylamys velutinus,"Dwarf Fat-tailed Mouse Opossum, Velvety Fat-tailed Opossum"
Mammalia,Thylamys venustus,Buff-bellied Fat-tailed Mouse Opossum
Mammalia,Thylogale billardierii,"Tasmanian Pademelon, Red-bellied Pademelon"
Mammalia,Thylogale browni,New Guinea Pademelon
Mammalia,Thylogale brunii,"Dusky Pademelon, Dusky Wallaby"
Mammalia,Thylogale calabyi,"Calaby's Pademelon, Alpine Wallaby"
Mammalia,Thylogale lanatus,Mountain Pademelon
Mammalia,Thylogale stigmatica,Red-legged Pademelon
Mammalia,Thylogale thetis,Red-necked Pademelon
Mammalia,Thyroptera devivoi,
Mammalia,Thyroptera discifera,Peter's Disk-winged Bat
Mammalia,Thyroptera lavali,Laval's Disk-winged Bat
Mammalia,Thyroptera tricolor,Spix's Disk-winged Bat
Mammalia,Tlacuatzin canescens,Grayish Mouse Opossum
Mammalia,Tokudaia muenninki,"Okinawa Spiny Rat, Muennink's Spiny Rat"
Mammalia,Tokudaia osimensis,"Amami Spiny Rat, Ryukyu Spiny Rat"
Mammalia,Tokudaia tokunoshimensis,
Mammalia,Tolypeutes matacus,Southern Three-banded Armadillo
Mammalia,Tolypeutes tricinctus,Brazilian Three-banded Armadillo
Mammalia,Tomopeas ravus,Blunt-eared Bat
Mammalia,Tonatia bidens,Greater Round-eared Bat
Mammalia,Tonatia saurophila,Stripe-headed Round-eared Bat
Mammalia,Tonkinomys daovantieni,Daovantienâ€™s Limestone Rat
Mammalia,Toromys grandis,Giant Tree Rat
Mammalia,Trachops cirrhosus,Fringe-lipped Bat
Mammalia,Trachypithecus auratus,"Javan Lutung, Ebony Leaf Monkey, Javan Langur"
Mammalia,Trachypithecus auratus,Spangled Ebony Langur
Mammalia,Trachypithecus auratus,West Javan Ebony Langur
Mammalia,Trachypithecus barbei,"Tenasserim Lutung, Barbe's Langur, Barbeâ€™s Langur"
Mammalia,Trachypithecus cristatus,"Silvery Lutung, Silvered Langur, Silvered Leaf Monkey, Silvered Monkey"
Mammalia,Trachypithecus cristatus,
Mammalia,Trachypithecus cristatus,
Mammalia,Trachypithecus delacouri,"Delacour's Langur, White-rumped Black Leaf Monkey"
Mammalia,Trachypithecus francoisi,"FranÃ§oisâ€™s Langur, Francois's Langur, François's Leaf Monkey, Tonkin Leaf Monkey, White Side-burned Black Langur"
Mammalia,Trachypithecus geei,"Geeâ€™s Golden Langur, Gee's Golden Langur, Golden Leaf Monkey"
Mammalia,Trachypithecus germaini,"Indochinese Lutung, Germainâ€™s Langur, Germainâ€™s Silver Langur, Indochinese Silvered Langur"
Mammalia,Trachypithecus hatinhensis,"Hatinh Langur, Stripe-headed Black Langur"
Mammalia,Trachypithecus johnii,"Nilgiri Langur, Black Leaf Monkey, Hooded Leaf Monkey, Indian Hooded Leaf Monkey, John's Langur, Johnâ€™s Langur, Nilgiri Black Langur, Nilgiri Leaf Monkey"
Mammalia,Trachypithecus laotum,"Laotian Langur, Lao Langur, Laotian Black Langur, White-browed Black Langur"
Mammalia,Trachypithecus obscurus,"Dusky Leaf-monkey, Dusky Langur, Dusky Leaf Monkey, Spectacled Langur, Spectacled Leaf Monkey, Spectactled Langur"
Mammalia,Trachypithecus obscurus,Terutau Island Dusky Langur
Mammalia,Trachypithecus obscurus,Creamy-tailed Dusky Langur
Mammalia,Trachypithecus obscurus,Cantorâ€™s Dusky Langur
Mammalia,Trachypithecus obscurus,"Reid's Dusky Langur, Spectacled Langur"
Mammalia,Trachypithecus obscurus,St. Matthew Island Dusky Langur
Mammalia,Trachypithecus obscurus,Koh Pennan Dusky Langur
Mammalia,Trachypithecus obscurus,Perhentian Island Dusky Langur
Mammalia,Trachypithecus phayrei,"Phayreâ€™s Leaf-monkey, Phayre's Langur, Phayre's Leaf Monkey"
Mammalia,Trachypithecus phayrei,
Mammalia,Trachypithecus phayrei,
Mammalia,Trachypithecus phayrei,Shan States Langur
Mammalia,Trachypithecus pileatus,"Capped Langur, Bonneted Langur, Capped Leaf Monkey, Capped Monkey"
Mammalia,Trachypithecus pileatus,"Buff-bellied Langur, Capped Langur"
Mammalia,Trachypithecus pileatus,"Capped Langur, Orange-bellied Capped Leaf Monkey, Orange-bellied Langur"
Mammalia,Trachypithecus pileatus,Blond-bellied Langur
Mammalia,Trachypithecus pileatus,"Capped Langur, Tenebrous Capped Langur, Tenebrous Capped Leaf Monkey"
Mammalia,Trachypithecus poliocephalus,"White-headed Langur, Cat Ba Langur, Golden-headed Langur"
Mammalia,Trachypithecus poliocephalus,White-headed Black Langur
Mammalia,Trachypithecus poliocephalus,"Cat Ba Hooded Black Leaf Monkey, Cat Ba Langur, Golden-headed Langur, Tonkin Hooded Black Langur"
Mammalia,Trachypithecus shortridgei,"Shortridgeâ€™s Langur, Shortridgeâ€™s Capped Langur"
Mammalia,Trachypithecus vetulus,"Purple-faced Langur, Purple-faced Leaf Monkey"
Mammalia,Trachypithecus vetulus,"Bear Monkey, Montane Purple-faced Langur, Purple-faced Langur, Purple-faced Leaf Monkey"
Mammalia,Trachypithecus vetulus,"North Lowland Wetzone Purple-faced Langur, Purple-faced Langur, Purple-faced Leaf Monkey, Western Purple-faced Langur"
Mammalia,Trachypithecus vetulus,"Dry Zone Purple-faced Langur, Northern Purple-faced Langur, Purple-faced Langur"
Mammalia,Trachypithecus vetulus,"Purple-faced Langur, Purple-faced Leaf Monkey, Southern Lowland Wetzone Purple-faced Langur"
Mammalia,Tragelaphus angasii,Nyala
Mammalia,Tragelaphus buxtoni,Mountain Nyala
Mammalia,Tragelaphus derbianus,"Giant Eland, Western Giant Eland"
Mammalia,Tragelaphus derbianus,Western Giant Eland
Mammalia,Tragelaphus derbianus,Eastern Giant Eland
Mammalia,Tragelaphus eurycerus,Bongo
Mammalia,Tragelaphus eurycerus,"Lowland Bongo, Western Bongo"
Mammalia,Tragelaphus eurycerus,"Mountain Bongo, Eastern Bongo"
Mammalia,Tragelaphus imberbis,Lesser Kudu
Mammalia,Tragelaphus oryx,"Common Eland, Eland"
Mammalia,Tragelaphus scriptus,Bushbuck
Mammalia,Tragelaphus spekii,"Sitatunga, Marshbuck"
Mammalia,Tragelaphus strepsiceros,Greater Kudu
Mammalia,Tragulus javanicus,"Javan Chevrotain, Java Mousedeer, Javan Mousedeer, Kanchil, Lesser Mouse Deer"
Mammalia,Tragulus kanchil,"Lesser Oriental Chevrotain, Lesser Malay Chevrotain, Lesser Mousedeer, Mouse Deer"
Mammalia,Tragulus napu,"Greater Oriental Chevrotain, Balabac Chevrotain, Greater Mousedeer, Larger Malay Chevrotain, Larger Mousedeer, Napu"
Mammalia,Tragulus nigricans,"Balabac Mouse Deer, Balabac Chevrotain, Philippine Mouse-deer"
Mammalia,Tragulus versicolor,"Silver-backed Chevrotain, Vietnamese Mousedeer"
Mammalia,Tragulus williamsoni,"Williamson's Chevrotain, Williamson's Mousedeer"
Mammalia,Transandinomys bolivaris,Bolivar Rice Rat
Mammalia,Transandinomys talamancae,Talamancan Rice Rat
Mammalia,Tremarctos ornatus,"Andean Bear, Spectacled Bear"
Mammalia,Triaenops auritus,Grandidier's Trident Bat
Mammalia,Triaenops furculus,"Trouessart's Trident Bat, Trouessart's Triden Bat"
Mammalia,Triaenops persicus,Persian Trident Bat
Mammalia,Triaenops rufus,Rufous Trident Bat
Mammalia,Trichechus inunguis,"Amazonian Manatee, South American Manatee"
Mammalia,Trichechus manatus,"American Manatee, West Indian Manatee"
Mammalia,Trichechus manatus,"Florida Manatee, North American Manatee"
Mammalia,Trichechus manatus,"Antillean Manatee, Caribbean Manatee"
Mammalia,Trichechus senegalensis,"African Manatee, Seacow, West African Manatee"
Mammalia,Trichosurus caninus,"Short-eared Brushtail Possum, Mountain Brushtail Possum"
Mammalia,Trichosurus cunninghami,Mountain Brushtail Possum
Mammalia,Trichosurus vulpecula,"Common Brushtail Possum, Silver-gray Brushtail Possum"
Mammalia,Trichys fasciculata,Long-tailed Porcupine
Mammalia,Trinomys albispinus,White-spined Spiny Rat
Mammalia,Trinomys dimidiatus,Atlantic Spiny Rat
Mammalia,Trinomys eliasi,
Mammalia,Trinomys gratiosus,
Mammalia,Trinomys iheringi,Ihering's Spiny Rat
Mammalia,Trinomys mirapitanga,
Mammalia,Trinomys moojeni,
Mammalia,Trinomys myosuros,Mouse-tailed Spiny Rat
Mammalia,Trinomys paratus,
Mammalia,Trinomys setosus,Hairy Spiny Rat
Mammalia,Trinomys yonenagae,
Mammalia,Trinycteris nicefori,Niceforo's Big-eared Bat
Mammalia,Trogopterus xanthipes,Complex-toothed Flying Squirrel
Mammalia,Tryphomys adustus,"Luzon Tryphomys, Luzon Short-nosed Rat"
Mammalia,Tscherskia triton,Greater Long-tailed Hamster
Mammalia,Tupaia belangeri,"Northern Treeshrew, Northern Tree Shrew"
Mammalia,Tupaia chrysogaster,"Golden-bellied Treeshrew, Golden-bellied Tree Shrew, Mentawai Treeshrew"
Mammalia,Tupaia dorsalis,"Striped Treeshrew, Striped Tree Shrew"
Mammalia,Tupaia glis,"Common Treeshrew, Common Tree Shrew"
Mammalia,Tupaia gracilis,"Slender Treeshrew, Slender Tree Shrew"
Mammalia,Tupaia javanica,"Horsfield's Treeshrew, Javan Tree Shrew"
Mammalia,Tupaia longipes,"Long-footed Treeshrew, Bornean Tree Shrew, Long-footed Tree Shrew"
Mammalia,Tupaia minor,"Lesser Treeshrew, Pygmy Tree Shrew"
Mammalia,Tupaia moellendorffi,Calamian Treeshrew
Mammalia,Tupaia montana,"Mountain Treeshrew, Mountain Tree Shrew"
Mammalia,Tupaia nicobarica,"Nicobar Treeshrew, Nicobar Tree Shrew"
Mammalia,Tupaia palawanensis,"Palawan Treeshrew, Palawan Tree Shrew"
Mammalia,Tupaia picta,"Painted Treeshrew, Painted Tree Shrew"
Mammalia,Tupaia splendidula,"Ruddy Treeshrew, Ruddy Tree Shrew"
Mammalia,Tupaia tana,"Large Treeshrew, Large Tree Shrew"
Mammalia,Tursiops aduncus,"Indo-pacific Bottlenose Dolphin, Indian Ocean Bottlenose Dolphin"
Mammalia,Tursiops truncatus,"Common Bottlenose Dolphin, Bottle-nosed Dolphin, Bottlenosed Dolphin, Bottlenose Dolphin"
Mammalia,Tursiops truncatus,"Black Sea Bottlenose Dolphin, Common Bottlenose Dolphin"
Mammalia,Tylomys bullaris,Chiapan Climbing Rat
Mammalia,Tylomys fulviventer,Fulvous-bellied Climbing Rat
Mammalia,Tylomys mirae,Mira Climbing Rat
Mammalia,Tylomys nudicaudus,"Peter's Climbing Rat, Peters's Climbing Rat"
Mammalia,Tylomys panamensis,"Panamá Climbing Rat, Panamanian Climbing Rat"
Mammalia,Tylomys tumbalensis,"Tumbalá Climbing Rat, Tumbala Climbing Rat"
Mammalia,Tylomys watsoni,Watson's Climbing Rat
Mammalia,Tylonycteris pachypus,"Lesser Bamboo Bat, Club-footed Bat, Flat-headed Bat, Lesser Flat-headed Bat"
Mammalia,Tylonycteris robustula,"Greater Bamboo Bat, Greater Flat-headed Bat"
Mammalia,Tympanoctomys barrerae,"Plains Viscacha Rat, Red Vizcacha Rat"
Mammalia,Typhlomys cinereus,"Sort-furred Tree Mouse, Chapa Pygmy Dormouse, Chinese Pygmy Dormouse"
Mammalia,Uranomys ruddi,"Ruddâ€™s Bristle-furred Rat, Rudd's Mouse"
Mammalia,Urocyon cinereoargenteus,"Grey Fox, Gray Fox, Tree Fox"
Mammalia,Urocyon littoralis,"Island Fox, California Channel Island Fox, Channel Islands Fox, Island Gray Fox, Island Grey Fox"
Mammalia,Uroderma bilobatum,Tent-maiking Bat
Mammalia,Uroderma magnirostrum,Brown Tent-making Bat
Mammalia,Urogale everetti,"Mindanao Treeshrew, Mindanao Tree Shrew, Philippine Tree Shrew"
Mammalia,Uromanis tetradactyla,"Black-bellied Pangolin, Long-tailed Pangolin"
Mammalia,Uromys anak,"Black-tailed Giant Rat, Giant Naked-tailed Rat"
Mammalia,Uromys boeadii,Biak Giant Rat
Mammalia,Uromys caudimaculatus,"White-tailed Giant Rat, Giant White-tailed Rat, Mottled-tailed Giant Rat"
Mammalia,Uromys emmae,Emma's Giant Rat
Mammalia,Uromys hadrourus,"Pygmy White-tailed Rat, Masked White-tailed Rat, Thornton Peak Melomys"
Mammalia,Uromys imperator,Emperor Rat
Mammalia,Uromys neobritannicus,Bismarck Giant Rat
Mammalia,Uromys porculus,Guadalcanal Rat
Mammalia,Uromys rex,King Rat
Mammalia,Uromys siebersi,Great Key Island Uromys
Mammalia,Uropsilus andersoni,Anderson's Shrew Mole
Mammalia,Uropsilus gracilis,Gracile Shrew Mole
Mammalia,Uropsilus investigator,Inquisitive Shrew Mole
Mammalia,Uropsilus soricipes,Chinese Shrew Mole
Mammalia,Urotrichus talpoides,Japanese Shrew Mole
Mammalia,Ursus americanus,American Black Bear
Mammalia,Ursus arctos,"Brown Bear, Grizzly Bear, Mexican Grizzly Bear"
Mammalia,Ursus maritimus,Polar Bear
Mammalia,Ursus thibetanus,"Asiatic Black Bear, Himalayan Black Bear"
Mammalia,Vampyressa bidens,Bedentate Yellow-eared Bat
Mammalia,Vampyressa brocki,Brock's Yellow-eared Bat
Mammalia,Vampyressa melissa,Melissa's Yellow-eared Bat
Mammalia,Vampyressa nymphaea,Striped Yellow-eared Bat
Mammalia,Vampyressa pusilla,"Little Yellow-eared Bat, Southern Little Yellow-eared Bat"
Mammalia,Vampyressa thyone,Northern Little Yellow-eared Bat
Mammalia,Vampyrodes caraccioli,Great Stripe-faced Bat
Mammalia,Vampyrum spectrum,Spectral Bat
Mammalia,Vandeleuria nilagirica,
Mammalia,Vandeleuria nolthenii,"Sri Lankan Highland Tree Mouse, Nolthenius's Long-tailed Climbing Mouse"
Mammalia,Vandeleuria oleracea,"Asiatic Long-tailed Climbing Mouse, Indomalayan Vandeleuria"
Mammalia,Varecia rubra,"Red Ruffed Lemur, Red-ruffed Lemur"
Mammalia,Varecia variegata,"Black-and-white Ruffed Lemur, Ruffed Lemur"
Mammalia,Varecia variegata,Southern Ruffed Lemur
Mammalia,Varecia variegata,White-belted Ruffed Lemur
Mammalia,Varecia variegata,"Black And White Ruffed Lemur, Black-and-white Ruffed Lemur"
Mammalia,Vernaya fulva,"Vernayâ€™s Climbing Mouse, Red Climbing Mouse"
Mammalia,Vespadelus baverstocki,Inland Forest Bat
Mammalia,Vespadelus caurinus,Northern Cave Bat
Mammalia,Vespadelus darlingtoni,Large Forest Bat
Mammalia,Vespadelus douglasorum,"Yellow-lipped Cave Bat, Yellow-lipped Bat"
Mammalia,Vespadelus finlaysoni,Finlayson's Cave Bat
Mammalia,Vespadelus pumilus,Eastern Forest Bat
Mammalia,Vespadelus regulus,Southern Forest Bat
Mammalia,Vespadelus troughtoni,"Eastern Cave Bat, Troughton's Forest Bat"
Mammalia,Vespadelus vulturnus,Little Forest Bat
Mammalia,Vespertilio murinus,Particoloured Bat
Mammalia,Vespertilio sinensis,Asian Particolored Bat
Mammalia,Vicugna vicugna,"Vicuna, Vicugna, Vicuña"
Mammalia,Viverra civettina,"Malabar Civet, Malabar Large-spotted Civet"
Mammalia,Viverra megaspila,Large-spotted Civet
Mammalia,Viverra tangalunga,"Malay Civet, Malayan Civet, Oriental Civet"
Mammalia,Viverra zibetha,Large Indian Civet
Mammalia,Viverricula indica,Small Indian Civet
Mammalia,Voalavo antsahabensis,Eastern Voalavo
Mammalia,Voalavo gymnocaudus,Northern Voalavo
Mammalia,Volemys millicens,"Sichuan Vole, Szechuan Vole"
Mammalia,Volemys musseri,Marie's Vole
Mammalia,Vombatus ursinus,"Common Wombat, Coarse-haired Wombat"
Mammalia,Vormela peregusna,"European Marbled Polecat, Marbled Polecat"
Mammalia,Vulpes bengalensis,"Bengal Fox, Indian Fox"
Mammalia,Vulpes cana,"Blanford's Fox, Afghan Fox, Corsac, Dog Fox, Hoary Fox, Steppe Fox"
Mammalia,Vulpes chama,"Cape Fox, Silver Fox, Silver Jackal"
