id,string
acn-hum,"[""Abeillia abeillei:sci"", ""Emerald chinned hummingbird:eng""]"
acr-hum,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Abeillia abeillei""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeillia abeillei""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abeillia abeillei""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Abeillia abeillei""}]}"
acn-highland brush mouse,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-highland brush mouse,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-highland,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-highland,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-highlan,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-highlan,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-highla,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-highla,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-highl,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-highl,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-high,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-high,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-hig,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-hig,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-brush,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-brush,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-brus,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-brus,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-bru,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-bru,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-mouse,"[""Highland brush mouse:eng"", ""Andean altiplano mouse:eng"", ""Olive grass mouse:eng"", ""Jelski altiplano mouse:eng"", ""Long haired grass mouse:eng"", ""Woolly grass mouse:eng"", ""Gray grass mouse:eng"", ""Menzies mouse:eng"", ""Markham grass mouse:eng"", ""Hershkovitz grass mouse:eng"", ""Sanborn grass mouse:eng"", ""Abeomelomys sevia:sci""]"
acr-mouse,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix andinus""}, {""source"": ""iucn"", ""type"": ""range"", ""name"": ""Abrothrix andinus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix hershkovitzi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix illuteus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix jelskii""}, {""source"": ""iucn"", ""type"": ""range"", ""name"": ""Abrothrix jelskii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix lanosus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix longipilis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix markhami""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix olivaceus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix sanborni""}]}"
acn-mous,"[""Highland brush mouse:eng"", ""Andean altiplano mouse:eng"", ""Olive grass mouse:eng"", ""Jelski altiplano mouse:eng"", ""Long haired grass mouse:eng"", ""Woolly grass mouse:eng"", ""Gray grass mouse:eng"", ""Menzies mouse:eng"", ""Markham grass mouse:eng"", ""Hershkovitz grass mouse:eng"", ""Sanborn grass mouse:eng"", ""Abeomelomys sevia:sci""]"
acr-mous,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix andinus""}, {""source"": ""iucn"", ""type"": ""range"", ""name"": ""Abrothrix andinus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix hershkovitzi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix illuteus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix jelskii""}, {""source"": ""iucn"", ""type"": ""range"", ""name"": ""Abrothrix jelskii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix lanosus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix longipilis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix markhami""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix olivaceus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix sanborni""}]}"
acn-mou,"[""Highland brush mouse:eng"", ""Andean altiplano mouse:eng"", ""Hershkovitz grass mouse:eng"", ""Olive grass mouse:eng"", ""Long haired grass mouse:eng"", ""Woolly grass mouse:eng"", ""Gray grass mouse:eng"", ""Menzies mouse:eng"", ""Sanborn grass mouse:eng"", ""Markham grass mouse:eng"", ""Jelski altiplano mouse:eng"", ""Mount zempoaltepec alligator lizard:eng"", ""Mountain thornbill:eng"", ""Abeomelomys sevia:sci""]"
acr-mou,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia fuscolabialis""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia fuscolabialis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix andinus""}, {""source"": ""iucn"", ""type"": ""range"", ""name"": ""Abrothrix andinus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix hershkovitzi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix illuteus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix jelskii""}, {""source"": ""iucn"", ""type"": ""range"", ""name"": ""Abrothrix jelskii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix lanosus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix longipilis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix markhami""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix olivaceus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abrothrix sanborni""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza katherina""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza katherina""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza katherina""}]}"
acn-abeomelomys sevia,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-abeomelomys sevia,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-abeomelomys,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-abeomelomys,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-abeomelomy,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-abeomelomy,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-abeomelom,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-abeomelom,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-abeomelo,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-abeomelo,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-abeomel,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-abeomel,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-abeome,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-abeome,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-abeom,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-abeom,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-abeo,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-abeo,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-sevia,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-sevia,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-sevi,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-sevi,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-sev,"[""Highland brush mouse:eng"", ""Abeomelomys sevia:sci"", ""Menzies mouse:eng""]"
acr-sev,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-menzies mouse,"[""Highland brush mouse:eng"", ""Menzies mouse:eng"", ""Abeomelomys sevia:sci""]"
acr-menzies mouse,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-menzies,"[""Highland brush mouse:eng"", ""Menzies mouse:eng"", ""Abeomelomys sevia:sci""]"
acr-menzies,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-menzie,"[""Highland brush mouse:eng"", ""Menzies mouse:eng"", ""Abeomelomys sevia:sci""]"
acr-menzie,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-menzi,"[""Highland brush mouse:eng"", ""Menzies mouse:eng"", ""Abeomelomys sevia:sci""]"
acr-menzi,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-menz,"[""Highland brush mouse:eng"", ""Menzies mouse:eng"", ""Abeomelomys sevia:sci""]"
acr-menz,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-men,"[""Highland brush mouse:eng"", ""Menzies mouse:eng"", ""Abeomelomys sevia:sci""]"
acr-men,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abeomelomys sevia""}]}"
acn-ablepharus bivittatus,"[""Ablepharus bivittatus:sci"", ""Twin striped skink:eng"", ""Gestreiftes natternauge:eng""]"
acr-ablepharus bivittatus,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus bivittatus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus bivittatus""}]}"
acn-ablepharus,"[""Ablepharus chernovi:sci"", ""Ablepharus kitaibelii:sci"", ""Ablepharus pannonicus:sci"", ""Ablepharus deserti:sci"", ""Ablepharus bivittatus:sci"", ""Ablepharus grayanus:sci"", ""Gestreiftes natternauge:eng"", ""Twin striped skink:eng""]"
acr-ablepharus,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus bivittatus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus bivittatus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus chernovi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus deserti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus deserti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus grayanus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus kitaibelii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus kitaibelii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus pannonicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus pannonicus""}]}"
acn-ablepharu,"[""Ablepharus chernovi:sci"", ""Ablepharus kitaibelii:sci"", ""Ablepharus pannonicus:sci"", ""Ablepharus deserti:sci"", ""Ablepharus bivittatus:sci"", ""Ablepharus grayanus:sci"", ""Gestreiftes natternauge:eng"", ""Twin striped skink:eng""]"
acr-ablepharu,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus bivittatus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus bivittatus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus chernovi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus deserti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus deserti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus grayanus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus kitaibelii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus kitaibelii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus pannonicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus pannonicus""}]}"
acn-ablephar,"[""Ablepharus chernovi:sci"", ""Ablepharus kitaibelii:sci"", ""Ablepharus pannonicus:sci"", ""Ablepharus deserti:sci"", ""Ablepharus bivittatus:sci"", ""Ablepharus grayanus:sci"", ""Gestreiftes natternauge:eng"", ""Twin striped skink:eng""]"
acr-ablephar,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus bivittatus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus bivittatus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus chernovi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus deserti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus deserti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus grayanus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus kitaibelii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus kitaibelii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus pannonicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus pannonicus""}]}"
acn-ablepha,"[""Ablepharus chernovi:sci"", ""Ablepharus kitaibelii:sci"", ""Ablepharus pannonicus:sci"", ""Ablepharus deserti:sci"", ""Ablepharus bivittatus:sci"", ""Ablepharus grayanus:sci"", ""Gestreiftes natternauge:eng"", ""Twin striped skink:eng""]"
acr-ablepha,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus bivittatus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus bivittatus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus chernovi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus deserti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus deserti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus grayanus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus kitaibelii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus kitaibelii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus pannonicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus pannonicus""}]}"
acn-ableph,"[""Ablepharus chernovi:sci"", ""Ablepharus kitaibelii:sci"", ""Ablepharus pannonicus:sci"", ""Ablepharus deserti:sci"", ""Ablepharus bivittatus:sci"", ""Ablepharus grayanus:sci"", ""Gestreiftes natternauge:eng"", ""Twin striped skink:eng""]"
acr-ableph,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus bivittatus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus bivittatus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus chernovi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus deserti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus deserti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus grayanus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus kitaibelii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus kitaibelii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus pannonicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus pannonicus""}]}"
acn-ablep,"[""Ablepharus chernovi:sci"", ""Ablepharus kitaibelii:sci"", ""Ablepharus pannonicus:sci"", ""Ablepharus deserti:sci"", ""Ablepharus bivittatus:sci"", ""Ablepharus grayanus:sci"", ""Gestreiftes natternauge:eng"", ""Twin striped skink:eng""]"
acr-ablep,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus bivittatus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus bivittatus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus chernovi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus deserti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus deserti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus grayanus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus kitaibelii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus kitaibelii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus pannonicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus pannonicus""}]}"
acn-able,"[""Ablepharus chernovi:sci"", ""Ablepharus kitaibelii:sci"", ""Ablepharus pannonicus:sci"", ""Ablepharus deserti:sci"", ""Ablepharus bivittatus:sci"", ""Ablepharus grayanus:sci"", ""Gestreiftes natternauge:eng"", ""Twin striped skink:eng""]"
acr-able,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus bivittatus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus bivittatus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus chernovi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus deserti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus deserti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus grayanus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus kitaibelii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus kitaibelii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus pannonicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus pannonicus""}]}"
acn-abl,"[""Ablepharus chernovi:sci"", ""Ablepharus kitaibelii:sci"", ""Ablepharus pannonicus:sci"", ""Ablepharus deserti:sci"", ""Ablepharus bivittatus:sci"", ""Ablepharus grayanus:sci"", ""Gestreiftes natternauge:eng"", ""Twin striped skink:eng""]"
acr-abl,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus bivittatus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus bivittatus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus chernovi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus deserti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus deserti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus grayanus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus kitaibelii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus kitaibelii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Ablepharus pannonicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Ablepharus pannonicus""}]}"
