scientific,binomial,binomial_index,commons,commons_index,keywords,state,type
Myotis montivagus,Myotis montivagus,myotis montivagus,"Burmese Whiskered Myotis,Burmese Whiskered Bat,Large Brown Myotis","large brown myotis,burmese whiskered bat,burmese whiskered myotis","brown,bat,myotis,large,burmese,whiskered",,BINOMIAL
Myotis morrisi,Myotis morrisi,myotis morrisi,Morris's Bat,morris bat,"morris,bat",,BINOMIAL
Sylvia boehmi,Sylvia boehmi,sylvia boehmi,Banded Warbler,banded warbler,"banded,warbler",,BINOMIAL
Blanus mettetali,,,,,,NO_COMMONS,
Myotis muricola,Myotis muricola,myotis muricola,"Nepalese Whiskered Bat,Nepalese Whiskered Myotis,Whiskered Myotis","whiskered myotis,nepalese whiskered bat,nepalese whiskered myotis","bat,whiskered,myotis,nepalese",,BINOMIAL
Nandinia binotata,Nandinia binotata,nandinia binotata,"African Palm Civet,Two-spotted Palm Civet","two spotted palm civet,african palm civet","spotted,civet,palm,two,african",,BINOMIAL
Myotis myotis,Myotis myotis,myotis myotis,"Greater Mouse-eared Bat,Large Mouse-eared Bat,Mouse-eared Bat,Mouse-eared Myotis","mouse eared bat,mouse eared myotis,large mouse eared bat,greater mouse eared bat","bat,greater,eared,myotis,large,mouse",,BINOMIAL
Myotis mystacinus,Myotis mystacinus,myotis mystacinus,"Whiskered Myotis,Whiskered Bat,WHISKERED MYOTIS","whiskered myotis,whiskered bat","bat,whiskered,myotis,myotis,whiskered",,BINOMIAL
Myotis nattereri,Myotis nattereri,myotis nattereri,Natterer's Bat,natterer bat,"bat,natterer",,BINOMIAL
Myotis nesopolus,Myotis nesopolus,myotis nesopolus,Curacao Myotis,curacao myotis,"curacao,myotis",,BINOMIAL
Myotis nigricans,Myotis nigricans,myotis nigricans,Black Myotis,black myotis,"black,myotis",,BINOMIAL
Mysateles gundlachi,Mysateles gundlachi,mysateles gundlachi,"Chapman's Prehensile-tailed Hutia,Chapman's Prehensile Tailed Hutia,Gundlach's Hutia","gundlach hutia,chapman prehensile tailed hutia","prehensile,tailed,chapman,gundlach,hutia,tailed",,BINOMIAL
Myotis nipalensis,Myotis nipalensis,myotis nipalensis,Nepal Myotis,nepal myotis,"nepal,myotis",,BINOMIAL
Myotis occultus,Myotis occultus,myotis occultus,Arizona Myotis,arizona myotis,"arizona,myotis",,BINOMIAL
Myotis oreias,Myotis oreias,myotis oreias,"Singaporese Whiskered Myotis,Singapore Whiskered Bat","singapore whiskered bat,singaporese whiskered myotis","singapore,bat,whiskered,singaporese,myotis",,BINOMIAL
Myotis oxyotus,Myotis oxyotus,myotis oxyotus,Montane Myotis,montane myotis,"myotis,montane",,BINOMIAL
Myotis peninsularis,Myotis peninsularis,myotis peninsularis,Peninsular Myotis,peninsular myotis,"peninsular,myotis",,BINOMIAL
Myotis pequinius,Myotis pequinius,myotis pequinius,Peking Myotis,peking myotis,"peking,myotis",,BINOMIAL
Myotis pilosus,Myotis pilosus,myotis pilosus,"Rickett's Big-footed Myotis,Rickett's Big-footed Bat","rickett big footed bat,rickett big footed myotis","rickett,bat,footed,myotis,big",,BINOMIAL
Myotis planiceps,Myotis planiceps,myotis planiceps,Flat-headed Myotis,flat headed myotis,"flat,myotis,headed",,BINOMIAL
Myotis pruinosus,Myotis pruinosus,myotis pruinosus,"Frosted Myotis,Blackish Whiskered Bat","frosted myotis,blackish whiskered bat","bat,whiskered,myotis,frosted,blackish",,BINOMIAL
Myotis punicus,Myotis punicus,myotis punicus,"Felten's Myotis,Maghrebian Myotis,MAGHREBIAN MYOTIS,MAGHREB MOUSE-EARED BAT","felten myotis,maghrebian myotis,maghreb mouse eared bat","maghrebian,maghrebian,bat,maghreb,eared,myotis,myotis,felten,mouse",,BINOMIAL
Myotis ridleyi,Myotis ridleyi,myotis ridleyi,"Ridley's Myotis,Ridley's Bat","ridley myotis,ridley bat","bat,myotis,ridley",,BINOMIAL
Myotis riparius,Myotis riparius,myotis riparius,Riparian Myotis,riparian myotis,"riparian,myotis",,BINOMIAL
Myotis rosseti,Myotis rosseti,myotis rosseti,Thick-thumbed Myotis,thick thumbed myotis,"thick,thumbed,myotis",,BINOMIAL
Myotis ruber,Myotis ruber,myotis ruber,Red Myotis,red myotis,"myotis,red",,BINOMIAL
Myotis rufopictus,Myotis rufopictus,myotis rufopictus,Orange-fingered Myotis,orange fingered myotis,"orange,fingered,myotis",,BINOMIAL
Myotis schaubi,Myotis schaubi,myotis schaubi,Schaub's Myotis,schaub myotis,"schaub,myotis",,BINOMIAL
Myotis scotti,Myotis scotti,myotis scotti,Scott's Mouse-eared Bat,scott mouse eared bat,"mouse,bat,scott,eared",,BINOMIAL
Myotis septentrionalis,Myotis septentrionalis,myotis septentrionalis,Northern Myotis,northern myotis,"myotis,northern",,BINOMIAL
Myotis sicarius,Myotis sicarius,myotis sicarius,"Mandelli's Mouse-eared Myotis,Mandelli's Mouse-eared Bat","mandelli mouse eared myotis,mandelli mouse eared bat","bat,mouse,eared,mandelli,myotis",,BINOMIAL
Myotis siligorensis,Myotis siligorensis,myotis siligorensis,"Himalayan Whiskered Bat,Himalayan Whiskered Myotis,Siliguri Bat,Small-toothed Myotis","himalayan whiskered myotis,small toothed myotis,himalayan whiskered bat,siliguri bat","bat,myotis,toothed,siliguri,himalayan,small,whiskered",,BINOMIAL
Myotis simus,Myotis simus,myotis simus,Velvety Myotis,velvety myotis,"velvety,myotis",,BINOMIAL
Myotis sodalis,Myotis sodalis,myotis sodalis,"Indiana Bat,Indiana Myotis,Social Bat","indiana bat,indiana myotis,social bat","indiana,bat,myotis,social",,BINOMIAL
Myotis stalkeri,Myotis stalkeri,myotis stalkeri,"Stalker's Myotis,Kei Myotis","kei myotis,stalker myotis","myotis,kei,stalker",,BINOMIAL
Myotis thysanodes,Myotis thysanodes,myotis thysanodes,Fringed Myotis,fringed myotis,"fringed,myotis",,BINOMIAL
Myotis tricolor,Myotis tricolor,myotis tricolor,Cape Hairy Bat,cape hairy bat,"hairy,cape,bat",,BINOMIAL
Myotis velifer,Myotis velifer,myotis velifer,Cave Myotis,cave myotis,"cave,myotis",,BINOMIAL
Myotis vivesi,Myotis vivesi,myotis vivesi,"Fish-eating Bat,Fish-eating Myotis","fish eating bat,fish eating myotis","fish,eating,bat,myotis",,BINOMIAL
Myotis volans,Myotis volans,myotis volans,Long-legged Myotis,long legged myotis,"legged,long,myotis",,BINOMIAL
Myotis welwitschii,Myotis welwitschii,myotis welwitschii,Welwitch's Bat,welwitch bat,"bat,welwitch",,BINOMIAL
Myotis yanbarensis,Myotis yanbarensis,myotis yanbarensis,Yanbaru Whiskered Bat,yanbaru whiskered bat,"bat,whiskered,yanbaru",,BINOMIAL
Myotis yumanensis,Myotis yumanensis,myotis yumanensis,Yuma Myotis,yuma myotis,"yuma,myotis",,BINOMIAL
Myrmecobius fasciatus,Myrmecobius fasciatus,myrmecobius fasciatus,"Numbat,Banded Anteater","banded anteater,numbat","banded,anteater,numbat",,BINOMIAL
Myrmecophaga tridactyla,Myrmecophaga tridactyla,myrmecophaga tridactyla,Giant Anteater,giant anteater,"giant,anteater",,BINOMIAL
Mysateles garridoi,Mysateles garridoi,mysateles garridoi,Garrido's Hutia,garrido hutia,"hutia,garrido",,BINOMIAL
Mysateles melanurus,Mysateles melanurus,mysateles melanurus,"Black-tailed Hutia,Bushy-tailed Hutia","black tailed hutia,bushy tailed hutia","hutia,black,bushy,tailed",,BINOMIAL
Mysateles meridionalis,Mysateles meridionalis,mysateles meridionalis,"Isla De La Juventud Tree Hutia,Southern Hutia","isla juventud tree hutia,southern hutia","isla,southern,tree,hutia,juventud",,BINOMIAL
Mysateles prehensilis,Mysateles prehensilis,mysateles prehensilis,Prehensile-tailed Hutia,prehensile tailed hutia,"tailed,hutia,prehensile",,BINOMIAL
Mystacina robusta,Mystacina robusta,mystacina robusta,New Zealand Greater Short-tailed Bat,new zealand greater short tailed bat,"zealand,bat,short,greater,tailed,new",,BINOMIAL
Mystacina tuberculata,Mystacina tuberculata,mystacina tuberculata,New Zealand Lesser Short-tailed Bat,new zealand lesser short tailed bat,"zealand,bat,short,lesser,tailed,new",,BINOMIAL
Mystromys albicaudatus,Mystromys albicaudatus,mystromys albicaudatus,"White-tailed Mouse,White-tailed Rat","white tailed rat,white tailed mouse","white,mouse,rat,tailed",,BINOMIAL
Myzopoda aurita,Myzopoda aurita,myzopoda aurita,"Eastern Sucker-footed Bat,Madagascar Sucker-footed Bat,Old World Sucker-footed Bat,Sucker-footed Bat","old world sucker footed bat,madagascar sucker footed bat,sucker footed bat,eastern sucker footed bat","bat,old,eastern,sucker,madagascar,footed,world",,BINOMIAL
Myzopoda schliemanni,Myzopoda schliemanni,myzopoda schliemanni,Schliemann's Sucker-footed Bat,schliemann sucker footed bat,"sucker,bat,schliemann,footed",,BINOMIAL
Naemorhedus baileyi,Naemorhedus baileyi,naemorhedus baileyi,Red Goral,red goral,"goral,red",,BINOMIAL
Naemorhedus caudatus,Naemorhedus caudatus,naemorhedus caudatus,"Long-tailed Goral,Chinese Goral","long tailed goral,chinese goral","chinese,goral,long,tailed",,BINOMIAL
Naemorhedus goral,Naemorhedus goral,naemorhedus goral,"Himalayan Goral,Goral","himalayan goral,goral","goral,himalayan",,BINOMIAL
Naemorhedus griseus,Naemorhedus griseus,naemorhedus griseus,"Chinese Goral,Grey Long-tailed Goral","grey long tailed goral,chinese goral","long,tailed,goral,chinese,grey",,BINOMIAL
Nanger dama,Nanger dama,nanger dama,"Dama Gazelle,Addra Gazelle","dama gazelle,addra gazelle","addra,dama,gazelle",,BINOMIAL
Nanger granti,Nanger granti,nanger granti,Grant's Gazelle,grant gazelle,"gazelle,grant",,BINOMIAL
Nanger soemmerringii,Nanger soemmerringii,nanger soemmerringii,Soemmerring's Gazelle,soemmerring gazelle,"soemmerring,gazelle",,BINOMIAL
Nannosciurus melanotis,Nannosciurus melanotis,nannosciurus melanotis,Black-eared Squirrel,black eared squirrel,"black,squirrel,eared",,BINOMIAL
Nanonycteris veldkampii,Nanonycteris veldkampii,nanonycteris veldkampii,Veldkamp's Bat,veldkamp bat,"bat,veldkamp",,BINOMIAL
Napaeozapus insignis,Napaeozapus insignis,napaeozapus insignis,Woodland Jumping Mouse,woodland jumping mouse,"mouse,jumping,woodland",,BINOMIAL
Nasalis larvatus,Nasalis larvatus,nasalis larvatus,"Proboscis Monkey,Long-nosed Monkey","long nosed monkey,proboscis monkey","nosed,proboscis,monkey,long",,BINOMIAL
Nasalis larvatus,,,,,,NO_COMMONS,
Nasalis larvatus,,,,,,NO_COMMONS,
Nasua narica,Nasua narica,nasua narica,"White-nosed Coati,Coatimundi","coatimundi,white nosed coati","coatimundi,white,coati,nosed",,BINOMIAL
Nasua nasua,Nasua nasua,nasua nasua,South American Coati,south american coati,"american,coati,south",,BINOMIAL
Nasuella olivacea,Nasuella olivacea,nasuella olivacea,"Mountain Coati,Little Coati","mountain coati,little coati","mountain,little,coati",,BINOMIAL
Natalus espiritosantensis,,,,,,NO_COMMONS,
Natalus jamaicensis,Natalus jamaicensis,natalus jamaicensis,Jamaican Greater Funnel-eared Bat,jamaican greater funnel eared bat,"bat,funnel,jamaican,greater,eared",,BINOMIAL
Natalus lanatus,,,,,,NO_COMMONS,
Natalus major,Natalus major,natalus major,Hispaniolan Greater Funnel-eared Bat,hispaniolan greater funnel eared bat,"funnel,bat,hispaniolan,eared,greater",,BINOMIAL
Natalus mexicanus,Natalus mexicanus,natalus mexicanus,Mexican Greater Funnel-eared Bat,mexican greater funnel eared bat,"bat,funnel,mexican,greater,eared",,BINOMIAL
Natalus primus,Natalus primus,natalus primus,Cuban Greater Funnel-eared Bat,cuban greater funnel eared bat,"cuban,bat,greater,eared,funnel",,BINOMIAL
Natalus stramineus,Natalus stramineus,natalus stramineus,Mexican Funnel-eared Bat,mexican funnel eared bat,"funnel,mexican,bat,eared",,BINOMIAL
Natalus tumidirostris,Natalus tumidirostris,natalus tumidirostris,Trinidadian Funnel-eared Bat,trinidadian funnel eared bat,"trinidadian,bat,funnel,eared",,BINOMIAL
Neacomys dubosti,Neacomys dubosti,neacomys dubosti,"Dubost's Bristly Mouse,Dubostâ€™s Neacomys","dubost bristly mouse,dubost neacomys","bristly,neacomys,mouse,dubost",,BINOMIAL
Neacomys guianae,Neacomys guianae,neacomys guianae,Guiana Bristly Mouse,guiana bristly mouse,"bristly,mouse,guiana",,BINOMIAL
Neacomys minutus,,,,,,NO_COMMONS,
Neacomys musseri,,,,,,NO_COMMONS,
Neacomys paracou,,,,,,NO_COMMONS,
Neacomys pictus,Neacomys pictus,neacomys pictus,Painted Bristly Mouse,painted bristly mouse,"painted,bristly,mouse",,BINOMIAL
Neacomys spinosus,Neacomys spinosus,neacomys spinosus,Bristly Mouse,bristly mouse,"bristly,mouse",,BINOMIAL
Neacomys tenuipes,Neacomys tenuipes,neacomys tenuipes,Narrow-footed Bristly Mouse,narrow footed bristly mouse,"footed,bristly,narrow,mouse",,BINOMIAL
Neamblysomus gunningi,Neamblysomus gunningi,neamblysomus gunningi,Gunning's Golden Mole,gunning golden mole,"golden,gunning,mole",,BINOMIAL
Neamblysomus julianae,Neamblysomus julianae,neamblysomus julianae,Juliana's Golden Mole,juliana golden mole,"golden,juliana,mole",,BINOMIAL
Neamblysomus julianae,Neamblysomus julianae,neamblysomus julianae,Juliana's Golden Mole,juliana golden mole,"golden,juliana,mole",,BINOMIAL
Necromys amoenus,Necromys amoenus,necromys amoenus,Pleasant Bolo Mouse,pleasant bolo mouse,"pleasant,mouse,bolo",,BINOMIAL
Necromys benefactus,,,,,,NO_COMMONS,
Necromys lactens,Necromys lactens,necromys lactens,Rufous-bellied Bolo Mouse,rufous bellied bolo mouse,"mouse,bellied,rufous,bolo",,BINOMIAL
Necromys lasiurus,Necromys lasiurus,necromys lasiurus,Hairy-tailed Bolo Mouse,hairy tailed bolo mouse,"hairy,mouse,bolo,tailed",,BINOMIAL
Necromys lenguarum,,,,,,NO_COMMONS,
Necromys obscurus,Necromys obscurus,necromys obscurus,Dark Bolo Mouse,dark bolo mouse,"dark,mouse,bolo",,BINOMIAL
Necromys punctulatus,Necromys punctulatus,necromys punctulatus,Spotted Bolo Mouse,spotted bolo mouse,"spotted,mouse,bolo",,BINOMIAL
Necromys temchuki,Necromys temchuki,necromys temchuki,Temchuk's Bolo Mouse,temchuk bolo mouse,"temchuk,mouse,bolo",,BINOMIAL
Necromys urichi,Necromys urichi,necromys urichi,Northern Grass Mouse,northern grass mouse,"grass,mouse,northern",,BINOMIAL
Nectogale elegans,Nectogale elegans,nectogale elegans,"Elegant Water Shrew,Web-footed Water Shrew","elegant water shrew,web footed water shrew","water,elegant,footed,shrew,web",,BINOMIAL
Nectomys apicalis,,,,,,NO_COMMONS,
Chloephaga hybrida,Chloephaga hybrida,chloephaga hybrida,Kelp Goose,kelp goose,"goose,kelp",,BINOMIAL
Nectomys magdalenae,,,,,,NO_COMMONS,
Nectomys palmipes,Nectomys palmipes,nectomys palmipes,Trinidad Water Rat,trinidad water rat,"water,rat,trinidad",,BINOMIAL
Nectomys rattus,Nectomys rattus,nectomys rattus,"Amazonian Mouse,Small-footed Bristly Mouse","amazonian mouse,small footed bristly mouse","small,footed,bristly,mouse,amazonian",,BINOMIAL
Nectomys squamipes,Nectomys squamipes,nectomys squamipes,South American Water Rat,south american water rat,"water,american,rat,south",,BINOMIAL
Nelsonia goldmani,Nelsonia goldmani,nelsonia goldmani,"Nelson And Coldman's Woodrat,Nelson And Goodman's Wood Rat","nelson and coldman woodrat,nelson and goodman wood rat","and,coldman,rat,goodman,wood,nelson,woodrat",,BINOMIAL
Nelsonia neotomodon,Nelsonia neotomodon,nelsonia neotomodon,"Diminutive Woodrat,Diminutive Wood Rat","diminutive woodrat,diminutive wood rat","diminutive,rat,wood,woodrat",,BINOMIAL
Neodon forresti,Neodon forresti,neodon forresti,Forrest's Mountain Vole,forrest mountain vole,"vole,mountain,forrest",,BINOMIAL
Neodon irene,Neodon irene,neodon irene,"Irene's Mountain Vole,Chinese Scrub Vole","irene mountain vole,chinese scrub vole","vole,mountain,scrub,irene,chinese",,BINOMIAL
Neodon juldaschi,Neodon juldaschi,neodon juldaschi,Juniper Vole,juniper vole,"vole,juniper",,BINOMIAL
Neodon sikimensis,Neodon sikimensis,neodon sikimensis,Sikkim Vole,sikkim vole,"vole,sikkim",,BINOMIAL
Neofelis diardi,Neofelis diardi,neofelis diardi,"Sunda Clouded Leopard,Enkuli Clouded Leopard,Sunda Islands Clouded Leopard,Sundaland Clouded Leopard","sunda islands clouded leopard,sunda clouded leopard,sundaland clouded leopard,enkuli clouded leopard","sunda,leopard,enkuli,sundaland,islands,clouded",,BINOMIAL
Neofelis diardi,Neofelis diardi,neofelis diardi,Bornean Clouded Leopard,bornean clouded leopard,"leopard,bornean,clouded",,BINOMIAL
Neofelis diardi,Neofelis diardi,neofelis diardi,Sumatran Clouded Leopard,sumatran clouded leopard,"sumatran,leopard,clouded",,BINOMIAL
Neofelis nebulosa,Neofelis nebulosa,neofelis nebulosa,Clouded Leopard,clouded leopard,"leopard,clouded",,BINOMIAL
Neofiber alleni,Neofiber alleni,neofiber alleni,Round-tailed Muskrat,round tailed muskrat,"muskrat,round,tailed",,BINOMIAL
Neohylomys hainanensis,Neohylomys hainanensis,neohylomys hainanensis,Hainan Gymnure,hainan gymnure,"hainan,gymnure",,BINOMIAL
Neotragus batesi,Neotragus batesi,neotragus batesi,"Bates' Pygmy Antelope,Dwarf Antelope","bates pygmy antelope,dwarf antelope","antelope,bates,dwarf,pygmy",,BINOMIAL
Neomys anomalus,Neomys anomalus,neomys anomalus,"Mediterranean Water Shrew,Miller's Water Shrew,Southern Water Shrew","mediterranean water shrew,miller water shrew,southern water shrew","water,shrew,mediterranean,southern,miller",,BINOMIAL
Neomys fodiens,Neomys fodiens,neomys fodiens,"Eurasian Water Shrew,Northern Water Shrew,Water Shrew","northern water shrew,eurasian water shrew,water shrew","water,shrew,eurasian,northern",,BINOMIAL
Neomys teres,Neomys teres,neomys teres,Transcaucasian Water Shrew,transcaucasian water shrew,"transcaucasian,water,shrew",,BINOMIAL
Neonycteris pusilla,Neonycteris pusilla,neonycteris pusilla,Least Big-eared Bat,least big eared bat,"big,bat,eared,least",,BINOMIAL
Neophascogale lorentzii,Neophascogale lorentzii,neophascogale lorentzii,Speckled Dasyure,speckled dasyure,"dasyure,speckled",,BINOMIAL
Neophoca cinerea,Neophoca cinerea,neophoca cinerea,"Australian Sea Lion,Australian Sealion","australian sealion,australian sea lion","australian,sealion,lion,sea",,BINOMIAL
Neophocaena phocaenoides,Neophocaena phocaenoides,neophocaena phocaenoides,"Finless Porpoise,Black Finless Porpoise,Finless Black Porpoise","black finless porpoise,finless black porpoise,finless porpoise","black,porpoise,finless",,BINOMIAL
Neophocaena phocaenoides,Neophocaena phocaenoides,neophocaena phocaenoides,Finless Porpoise,finless porpoise,"porpoise,finless",,BINOMIAL
Neopteryx frosti,Neopteryx frosti,neopteryx frosti,Small-toothed Fruit Bat,small toothed fruit bat,"small,toothed,fruit,bat",,BINOMIAL
Neotetracus sinensis,Neotetracus sinensis,neotetracus sinensis,Shrew Gymnure,shrew gymnure,"shrew,gymnure",,BINOMIAL
Neotoma albigula,Neotoma albigula,neotoma albigula,White-throated Woodrat,white throated woodrat,"throated,white,woodrat",,BINOMIAL
Neotoma angustapalata,Neotoma angustapalata,neotoma angustapalata,Tamaulipan Woodrat,tamaulipan woodrat,"tamaulipan,woodrat",,BINOMIAL
Neotoma anthonyi,Neotoma anthonyi,neotoma anthonyi,Anthony's Woodrat,anthony woodrat,"anthony,woodrat",,BINOMIAL
Neotoma bryanti,Neotoma bryanti,neotoma bryanti,Bryant's Woodrat,bryant woodrat,"bryant,woodrat",,BINOMIAL
Neotoma bunkeri,Neotoma bunkeri,neotoma bunkeri,"Bunkers Woodrat,Bunker's Woodrat,Coronados Island Woodrat","bunkers woodrat,bunker woodrat,coronados island woodrat","bunkers,island,coronados,bunker,woodrat",,BINOMIAL
Neotoma chrysomelas,Neotoma chrysomelas,neotoma chrysomelas,Nicaraguan Woodrat,nicaraguan woodrat,"nicaraguan,woodrat",,BINOMIAL
Neotoma cinerea,Neotoma cinerea,neotoma cinerea,"Bushy-tailed Woodrat,Bushy-talied Woodrat,Packrat,Woodrat","bushy talied woodrat,packrat,bushy tailed woodrat,woodrat","woodrat,packrat,talied,bushy,tailed",,BINOMIAL
Neotoma devia,Neotoma devia,neotoma devia,Arizona Woodrat,arizona woodrat,"arizona,woodrat",,BINOMIAL
Neotoma floridana,Neotoma floridana,neotoma floridana,"Eastern Woodrat,Key Largo Woodrat","key largo woodrat,eastern woodrat","largo,woodrat,key,eastern",,BINOMIAL
Neotoma fuscipes,Neotoma fuscipes,neotoma fuscipes,"Dusky-footed Woodrat,San Joaquin Valley Woodrat","san joaquin valley woodrat,dusky footed woodrat","san,footed,joaquin,dusky,valley,woodrat",,BINOMIAL
Neotoma goldmani,Neotoma goldmani,neotoma goldmani,Goldman's Woodrat,goldman woodrat,"goldman,woodrat",,BINOMIAL
